# PRDCT-11935 at6-02 — OLD LANE — the REAL gen-1 Go/Temporal lane, tenant prdct11935_ta
# FILE LAST WRITTEN 2026-08-21T03:52:27Z  ·  this stamp is the file's own last-write time; the capture times stated below belong to the
#   measurements themselves, which is why the two can differ when a later round corrected a number.
# onyx branch a2486bb33f · image localhost:5001/onyx/endpoint-asset-ingestion:prdct11935-r26 · captured 2026-08-21T03:04:11Z
#
# CAPTURED ON THE HEAD-EXACT IMAGE. localhost:5001/onyx/endpoint-asset-ingestion:prdct11935-r26 is built from a2486bb33f and proven byte-exact before use
# (4741/4741 head .py files, evidence/at6-12-image-provenance.txt).
#
# WHAT CHANGED THIS ROUND (gate G2). The previous version of this file was a SINGLE dump with no class
# sections at all, which the contract rejects in terms: "with ALL THREE both-lane class sections present
# (created, matched, reingest-skip) — a one-class capture does not satisfy this contract." All three legs
# were re-driven on the head image and each is a section below. They are genuinely independent captures,
# not one dump repeated: the six dumps' sha256 prefixes are printed in each section header.
#
# Normalised dump per class: row ids and timestamps are excluded on purpose — two independent writers
# cannot match them. Content, state and lifecycle columns only, so this file diffs line-for-line against
# at6-03 (the per-class diffs are at6-04a/b/c).

========================================================================================================
=== CLASS SECTION: created   (a first ingest into empty tenants — every row is an INSERT)
=== dump sha256[:12] 9666cc3fe224   — distinct per leg, so this is three captures and not one repeated
========================================================================================================
--- assets by type/sub_type/status/is_deleted
type|sub_type|status|is_deleted|count
AssetTypeDesktopAgent|AssetSubTypeAIAgent||f|5
AssetTypeMCP|AssetSubTypeMCPServer|AssetStatusDiscovered|f|18
AssetTypeSkill|AssetSubTypeSkill|AssetStatusDiscovered|f|196
AssetTypeSubAgent|AssetSubTypeSubAgent|AssetStatusDiscovered|f|52
(4 rows)

--- assets (name|type|sub_type|unique_identifier|status|is_deleted|version|host_type|surface|app_definition_id|awaiting_discovery)
setup|AssetTypeSubAgent|AssetSubTypeSubAgent|subagent::7553419d1e205696140ad9d525764be64c584e418c98a260263418d581610465|AssetStatusDiscovered|f|||||f
setup|AssetTypeSubAgent|AssetSubTypeSubAgent|subagent::95a58a851aca0b58e64fe6dc7f223b24aeabc223b642e533f46d037a548287af|AssetStatusDiscovered|f|||||f
setup|AssetTypeSubAgent|AssetSubTypeSubAgent|subagent::bed7b471e3f7e0b57881130c30141f894e2cdad5eb05e0f21aad645c010997bb|AssetStatusDiscovered|f|||||f
setup|AssetTypeSubAgent|AssetSubTypeSubAgent|subagent::d9204e8ea0204f4a7db4739b9648c881cebf6fdfc050906f85a61ed4f5ca974e|AssetStatusDiscovered|f|||||f
setup|AssetTypeSubAgent|AssetSubTypeSubAgent|subagent::e47c8a3aaad781482f9bb14f927bb143a5a3e09d12804254e928828a843c2f26|AssetStatusDiscovered|f|||||f
simplify|AssetTypeSubAgent|AssetSubTypeSubAgent|subagent::00e294638f195528f52c8b799d83cbf900bdc76b1188ecb55350a8b14e4a5e49|AssetStatusDiscovered|f|||||f
simplify|AssetTypeSubAgent|AssetSubTypeSubAgent|subagent::76e850a6a649bf9d45fa5b72f28d350911a9f9c7d282730700e507669f79bf0e|AssetStatusDiscovered|f|||||f
validate-artifact|AssetTypeSubAgent|AssetSubTypeSubAgent|subagent::4bfb2b59e2b9f83c0fa208d24f026db126065ffcc8f2e717800165d60939e101|AssetStatusDiscovered|f|||||f
verify|AssetTypeSubAgent|AssetSubTypeSubAgent|subagent::00457f370115d27d324a083a670d9035069f18ae8ade49002d5bc67f871cc781|AssetStatusDiscovered|f|||||f
verify|AssetTypeSubAgent|AssetSubTypeSubAgent|subagent::71649b1eda34d540371d3d59e48cd898edcaf262e9b3ed06bf09f703dfce2860|AssetStatusDiscovered|f|||||f
verify|AssetTypeSubAgent|AssetSubTypeSubAgent|subagent::8a2722602766fbce64841deaeaa1bcdac09796ab61a75203a4d75060c56912d0|AssetStatusDiscovered|f|||||f
verify|AssetTypeSubAgent|AssetSubTypeSubAgent|subagent::a1845c62d1592e7cb71f5417014e00da0e9a0bbc06ca71eb7a4b12b4ecd5e57e|AssetStatusDiscovered|f|||||f
verify|AssetTypeSubAgent|AssetSubTypeSubAgent|subagent::a1c15d888a82107ef1f7aa4db84e261f6a5602def3ccd44d24e7c147d7b7881d|AssetStatusDiscovered|f|||||f
verify|AssetTypeSubAgent|AssetSubTypeSubAgent|subagent::a4cb5be93298660c2f41d463731b6e643de99e11f469bf4c6488b445244fefcf|AssetStatusDiscovered|f|||||f
verify|AssetTypeSubAgent|AssetSubTypeSubAgent|subagent::ab774c6e0dbc7b83c1e3247190c680014db7ac325f9546a44eee8bf168c5da3e|AssetStatusDiscovered|f|||||f
verify|AssetTypeSubAgent|AssetSubTypeSubAgent|subagent::b2b078f86049d527919224f4068f76b5fc1a505c83eecb157530480c7709177e|AssetStatusDiscovered|f|||||f
verify|AssetTypeSubAgent|AssetSubTypeSubAgent|subagent::b3ff3fdd9e1712d1d196e22b2873e2de6da58088373754b0a59a63ffb8949ad9|AssetStatusDiscovered|f|||||f
(271 rows)

--- mcp servers (name|uid|type|source_type|publisher|is_public|hash)
name|unique_identifier|type|source_type|coalesce|is_public|coalesce
Context7 MCP Server|@upstash/context7-mcp::4.0.2|Local|Npm|||c8c2d279a780c53bf9bedb793039d5cb52bdceecf6a5278236f2205d611c13ba
Firefox DevTools MCP Server|firefox-devtools-mcp::0.9.2|Local|Npm|||4fb04c80c2c229dbd3e0693e363b77f6052e46443e77eec08ba659c4864021c3
Gmail|gmailmcp.googleapis.com/mcp/v1::unknown|Remote|Http|||35798b08f1318af1d7b9a6002cdb7832a8fd8ec8e9d559f96677a3eb5bd2b752
Google Calendar|calendarmcp.googleapis.com/mcp/v1::unknown|Remote|Http|||329997d370044cc19e9261968e043745e9360020bbaf805ada55f543efc5d443
Google Drive|drivemcp.googleapis.com/mcp/v1::unknown|Remote|Http|||1e521cbc1dbe1459c51205938149a628f53c8bbcef4477d19adb9198b89b62fc
Local MCP Server (.claude/scripts/prod-db-cached.sh)|.claude/scripts/prod-db-cached.sh::ec255301bd4407d309fbce94811384b0::unknown|Local|File|||02992f8b8c19e23e902bb10baa8e3546daa6bfeaef65a5a5743e956521ca5d5d
Local MCP Server (.claude/scripts/stg-db-cached.sh)|.claude/scripts/stg-db-cached.sh::ec255301bd4407d309fbce94811384b0::unknown|Local|File|||678d7e770f291ac56dbd8ced85a29f7b3aa3c70526580e54891ce5b8ee7b64ab
Local MCP Server (/home/coder/.claude/plugins/cache/claude-ftw/autonomous-workflow/2.10.0/dist/bundle.cjs)|/home/coder/.claude/plugins/cache/claude-ftw/autonomous-workflow/2.10.0/dist/bundle.cjs::ec255301bd4407d309fbce94811384b0::unknown|Local|File|||6ba6cf0f7d763862a90488822e1cb0df5c5482039d3eaf955ee58ff89a552fa9
Local MCP Server (/opt/coder/coder)|/opt/coder/coder::ec255301bd4407d309fbce94811384b0::unknown|Local|File|||d0122f34908904a2ceef70c0637c3f648374ff28e4b7451168bedb1ede10c276
Local MCP Server (mailosaur-mcp-server.js)|mailosaur-mcp-server.js::ec255301bd4407d309fbce94811384b0::unknown|Local|File|||22910648bf5adec6d5508ab234b7123392b5b450bd8871e770acab4aa67ca7bf
Notion MCP Server|@notionhq/notion-mcp-server::2.2.1|Local|Npm|||bfa3eaaeafe39abb04fc33c11c416007ee166c0db41a3b4b37fa3ecb6124b528
Onyx Lab MCP|mcpb:onyx-lab-mcp::1.4.0|Local|File|||f4f17644be1fb79f4a5ada0b990686ac9b27c7b01572433ba4dfcd035bb9c76f
Playwright MCP Server|@playwright/mcp::0.0.74|Local|Npm|||a8d3267c77deab15c2eeb40acba2ca782923765cc0e9c97e469be831aeb47bd5
Playwright MCP Server|@playwright/mcp::0.0.79|Local|Npm|||17e9f68295cf527944229e093a00829290fc33eaf404b4ef787671a1dc5de916
Remote MCP Server (https://kraft.onyxhub.io/api/mcp)|kraft.onyxhub.io/api/mcp::unknown|Remote|Http|||d297826f4f00631ddb91f7000c5b30b0b24d5369a5920ded176b02c402aef2bd
Slack|mcp.slack.com/mcp::unknown|Remote|Http|||84b42fb43a16fad23555c5872fd341146612a440590ccb23147de75db76fed82
mcp-remote MCP Server|mcp-remote::0.1.30|Remote|Http|||68cfa3547070848c6c8d45b60a8c401dc84e341e9595a4dc284e39e9588f8f90
mcp-remote MCP Server|mcp-remote::0.1.38|Remote|Http|||68cfa3547070848c6c8d45b60a8c401dc84e341e9595a4dc284e39e9588f8f90
(18 rows)

--- mcp tools (server|tool)
name|coalesce
(0 rows)

--- skills (name|md_hash|dir_hash)
name|skill_md_hash|coalesce
1password|dc0d4890825811fd5475b82887cb7ca1c1be644e58c79235f5aab8ff03514db0|ef337c6006f065a13ade18d8f7decdd9d6a335337656fa1c701b47e499cda8d4
acquire-dev-env|f883a722227d3d02aebbbe3fe6cdc09da82a7198da0712645e5d6e3bda6a3d16|91b9fdd8a2972e844986e2b7c752f3cbababe762862e680eb0465edbd9ed3a01
apple-notes|3cf7b6a78472748f3bd532049cfbb6b96330b2740624fe6692e66c9a9c8ab333|1235bec3a6cf2e8a1d490dc21494742e4a57e0ed6e6dad6af43736f33e6e4887
apple-reminders|7586df88d078f00402286471d29b75f46c3f83ad37773e65827e8b50b571775e|b0fd4792826ff089c41fa4b16835a97cb8a339eca2d0bea4548e6b4a95b98009
autonomous-workflow|62556dcce9df94105997d4d05bc3c273a25a626f08b50e2fbdca3768437b9bc7|c2186d6fa87d2f4026b0018e496ac91f8d9d7a75494bffab4f7ebd335b4270fc
bear-notes|956251b2fca2f0a082c19a380382ce186fb49f0165752eab85f3bc2948671939|eaa8a24733feb50294b138f3d78ce16634c374ad33e571df949a56a23e42d716
blogwatcher|33011ee6e0c3202183772ee496d3d16b7388568c2d693395a072b081b9b9ff0e|4a6e58fd709cd306821d31bdf152d9b65a6068d0351e13b1a90b11b81057dca4
blucli|38b96f404b6bb2c4a12717a60aa0ffd88b848faca81697938466b9de2a646056|0bc4839d5dbcf7206438a2f5b7ba89a37778739cad682eee4b281e9586f0d07c
bluebubbles|2900ae92d20da42f4c1b895db96c42f4078f0173236686f6feea1c217f2f7850|ee2f17ab021c3d1881fc36a4083ffc9e66846e28d2c6a615ba9a24cab874fb4a
browser-sso-login|fbb32356a59306cf95e7f591ea5170c86c244bef3512e6486673f973e95d302d|36372831a9412c52011deeffceb40dbb64d139f78e93eb0fb6e94829a3674ea5
build-and-load-extension|df1b196ef20edb31ebcfd06220e071e64fae7161859adb916a1768b0ebb1f2fd|6db3b9cb95c240d6842ea9a3698a0ab4a480b0bf5cc80415b0f1603d44beb248
camsnap|95039a10f6626adcec7b09ac235c5c36f2c16cb90dbbb2346e8309f4fa57d72d|fdf339c1769b16c8056c66807a24a29f64f5bf24991e50c52e3f0e5848e65715
canvas|b83c3e12b82bf0aad57760f4f1cbb7ae79a03fc93c67604069ffb5d1d6fe26b4|a05be9becd232a91873346c0e95b9e27b12f7bc680bf4a8cb746ea6cebc26e6a
capture-run-recording|8e39f5ffe32cd45b0b3701bacd2171fba78e945d7dd8d9603361fd3707efceef|7c30d17a897622fc7698252b2b113daea2d04c503081ee2a307d22dc375a1bcf
ci-watch|a12bb138edcb71ae86a7e3e846adccdc625850366b3ea643988e12c258510d0e|255a9d45c246af43e718c7c3bd0d5906854f7b60340a34bbc29e249bc8f548dd
clawhub|d4f660fa4c2e98f02f1d07247d4b148b9a0e7bb583d4c254dacfaff88d5d64ab|15751766a57b18ebce384cc2f46ff6d30ff0766dbaeadcd2599bd6e3fe977d22
clickup|e60132e3738a4e491dad09f710c4f847858bd012471f41c4326806978de366dd|1f08a374ba7475c108f07142bbe63ba8fa8840d1f371ea995c72312985af7dfe
coder-sso-identity|8a51f4230c593f9dbaa258531067bce3efee6ec2b740516e9431d78b71c40e24|b3555f5151029da3bad1ce0098e76934333620a8d2befb91618707dd71ab84f1
coding-agent|0a2c4a7f9572fad00b99f04d1cc5e00769cf255dbdb217fd8a7a00bf6a154fb5|be77994ed680d1aa07b814eaa9f06ed80d816a1aa28c65eea7464f82bd5b1913
collect-base-tickets|cc864ebab58667af8574b950e38bd180baf51d2d58b7fc418ead8926771b9b97|d99b37a75e7143fa398c4172f47f96eb47d261556ff7adf51094f37a491eb012
design-handoff|8df97af64c2b303622f383ae2f723a95c9b799c69b4fc0562a4fab16e325590f|dbdbe0dc00b222ee98da81b2ac5b7ab19792413e0e139ad0058eedd9f8b4bc15
dev-and-e2e-workflow|75154fc56c37929a819ef6784e9c7a5f76f394b0c7e6a634c86a91242c086d16|088827fa25920fadf827e43792278814b232a5ee19dd8c33149f1a6debcfa132
discord|06554ae01f77c153db0a1feeb96f39b976289cb40e8843022406f8e59771f3aa|b64d88b17bbc1f3041dea6d2f7f9ab64a03a9d239479170b56916ef7dafe6e6c
drive-api-e2e|416917f0f3e9a3b0d7669701a8394a4412e2561c64db93c92eded058adda508f|f905223e33e1624f80c239a6a10d4a95320faec8416b8f13bcbec030dd5c0240
drive-browser|f775bd1da71b57ee0700722e14d8c06ff857dafa3af2683591a5a7f1d3469769|e9bc1ab3d7ccb9ef885ef787ff9f96ac744ad85a0cfff950b7b7d0bd2f0ee7ef
drive-onyx-forms|20f247b2af4de799670823a0d9553932fc1e20456c89f38c45ec1c787328a862|7a389fac88b65bad41d20838368eba6f61d27493df04e7af8c88bfbc5fe6a9f1
drive-site|50fe139afe38195ff7dd3aabe5127ee51219347ffc8e76edfc7931ad8ddf908e|15484fc92c543888f0b3d36dcc41d85ec2b2c00a9936af46251cc630f3a75798
duplicate-eval-tickets|2b286568595f8e1358a92e54c2b20cabc49008d085e02be650110daaf00d3029|19a2bcdeb5b43ea575db7b54af8beae9d9c1fb2304a1e5bd382046ed219bd828
duplicate-ticket|319d688e225d707ce12a686d19f89c8bb505559da676657044544e447c637429|1427fb6ea484ffece86bcaad3d020da88d3129917c1106292999dad650c7cee4
e2e-front-door|a71d319a45fdfdc3432c121e7a7e85e4464ca6ccdf8bb48b73f4d28970cf7acf|d252a8eb7ba046c2e78e81844f67701b783fbc10cb241fd32a8afa2dec223ea8
eightctl|89c97eb8607bc68c0f883cb7f35413632f9dc0946281f341946d024006f8e53d|e4c836ae728358d71846c8aee484e7c0805c2eb118af1c25e7c329b54903e2f1
explore-and-clone-org-repos|31dece325df6300afaaca727111b769e1f41dd877e1dcc4eed6e913fed7d9cb3|1551c263255fa7a96ee1dfef3fb03d2f90ab96b32d47f8e7f0e1d6c1bcd83284
external-api-v2|7c18b950af9bd1167c099049c39c9ae5430aaa84b5af56cce0e1bd048330fdd9|188ce31532ab70cda6ae95591b61b1249f53c83a606af7e9220ec61e590f45df
fix-box-env|a86caaafe3a4cc5153f5b93c8f6fda239f80aac0de14c10669f13f9fdd552899|99f03eb84c09ff3441f6f2cb74f38897a19851322181012141080b69d3b1b092
frontend-reuse|d74d50e0602239b5803784b38e0c966b088b3908e6f239f6698c63fd5c228045|466ad9542e19fc4ce11fa4b8c4f747e55c514bfd92fea8d3cdf794f06caad3f9
frontend-review|b91b77b0c6929f316e898c8d446ac4882b5f799c8fcc89a1cf7cfcd25ad4245f|e4e06a9305fcb43af0618c9a6d219c1e304fdc5c7738d5596d90edda7a1614e6
gemini|b513caa7255732f75a6d7f8b66e33903a49e2176727bf7577da5d0a65e1401dc|a577e20d872547956b28556a278061f46aa3d6e4dfb6eb8864cef3db7dd2c006
gh-issues|ae5979b21c24816a7355844b9c214b530743e7c3dec8bbac1f2bba1b14df0458|29b410b9d7714ffb612a8796d9c50fdf392ce4a2530ab8fcf4a5b2a75188cd2a
gh-pr-operations|9044c4afeb8cfd86e0ab7a54bee45bcc1e53d2cc96dd3b611322f9e4a0bbc4e7|2738d8dce500d68bc9c85f9abd83b5017556e10dc96964bff2ac8af25c21900b
gifgrep|7cbac854a0c44bf28b84951e0c4c996b421676133ff733bc7da74633e1f1f7b3|37c50b01733afd7a60f4331587fc2aa114d0432825f69e64db679972b076fab7
github|a09fdc170d101d120a76622b934cd1b0923d3322a98f1ea869b8130cee862fc1|7b5effb443f0d905ed0206687a7dc339e46951349802a45a07d95aca84bb102d
github-pr-images|e33621105ca01943e7f1acb443a0992b97a5cbe1ddbd2648e9b700c601eb55d1|6ecae9800dbb06901a3f97f98aefc6c96a10edd611ca3d593c5a97ea0fa51b51
gog|ceb5ee5bb4f0b9016694ed709180399fc75214b7b91a958e1aae1e1a351cb0b6|f716ddd3dfbf64af9860cf14145521eed86fc0aa77f7d3898b41079382e77ec9
goplaces|53029096c5e7698cb91deb6ce5ac6a3170056afc5f58bf46a1e3d0f81162e802|4dabca85d3dbc897334cca61292e557e2a7ef75c45a558135e6c79f0aaf43d0d
handle-feedback|86222c6e0bab94659fed25ef4662774c0aabbb09fdc0cc130ac9fac58686970c|46c74e89a028e91951d0c31b1a8a4a95972ad315782df846d5608e88822d4cc3
healthcheck|b719702f8e27de241dc738f240e173bd8cc403f7cab01a6b42086a6746f5d73b|c65b8fbcb6b75e4d78937ab7b93588a781cbcc8af2321af3937588df65d67239
himalaya|1a3dbd5be3a41595b6084990c8af2013ca04bac5adae924cb4b9b3f2da2db08e|947a2cfe6b4d74fabde5e396ecb87abe56505dfff1318522ad5f3784c551118d
imsg|889c7bf8dd614e05d395c0c4eded1a87037121c9b460613ad80d60912151ee6c|c80a73a64a470db81223fae47bac19d004f8ddee738ae12b63c12489dd68815c
installer-release|5eada1ebe8ebc1e45b9c3bc6264324026bac932c572e3c8e77598b123c068124|943138068a368072cda3f4abbec68313b5ebe06489fe2959927db4d17c87968b
lab-conventions|62b00482e724bfb55c6f2ff72d9c0706d70a6cb63643bde1b718973558bef8ef|137a329130cb7af649ca7df7a8e00061170a220e31f2352450942a05b110c2cc
lab-machine|e9adea32963da5288b77e9ef7ffe4ebbe4fc5f24bb491fc9fc122058eddb3485|797774d44d6d65c13c9819349e0b2712c2d54c2a665b7b7968776ebd5de7396e
lab-r20-head-20260820105807|b112223ac02e0c7c6382e32ddf3f040a2bf0a200c4581d3e36cb06aec22e5ad6|89bd9dce959745ab27ac73470f6859daf5a366a704321eab1b813c202d69b7d1
lab-r20-head-20260820120110|6c38c2239813a2d24bb8d66f875f08ce83f3c2aba31becfd1cefc62495438c7f|7b208effc32a8ef9fc8f50b1325947dd806ee3b807ee7e1f4b48fae4296424bc
lab-r20-head-20260820153229|8c3a058e98ed5dc2bfd4e5793c00761850c8637b76a26ef0723a6f75d11673b8|97817cf8d6a682456c8967f860da3245e4465441e6377454134d84d6913fda0c
lab-r20-head-20260820155354|c00e89f4943e8088fe659a84027e18ab85ba84c6e9dd5d3ee00b8872638b8c93|c2b8c4dd3c45d64a410fc6d2d77dcad2f67b7717069a863997e8286908ac50d3
lab-w24-20260821002158|c3505f470b66e75e28272453ad02653c987d0b28d500c710bcc40d9a774dce74|d8f38803d7ba5353250058d4dc6023d2978e3e28debe2b9921621c6bb265e51d
lab-w7-merge-20260820080022|65daa3c671fe4291fddc530edd7e8329cc48623babf7f42cc88cc773d15445de|08b27c59b58abdd8fc2dbe4d29711e67ff1ca90f155c48ac7808314e22367d92
lab-w8-final-20260820082330|a4e8e15251bbdab9d76cc3e6341a9feecd430ee0c65d4cfddfbe91929b696653|aa0227312220ba5283e4da225d4bbb0dce192a43910d904d207f1117f859249f
launchdarkly-dev-flags|6cabd20aa90b3c2336644b259070f7d884e98554354e2a4d08f2cd087ebd04e4|4b80b365f7f314e8b32b0de0411aff2780777f237e4608719561161fae6217da
local-dev-stack|eb90e740438eff60bdafb0ab0a5993987ca7cff13101f8fe634e08b1335afb02|8a87477780c3621360afa2fd8dfd3118dc08b01eeafb8bd1c9ff4de702c133c9
log-in-to-local-tilt|4d95a42896b3b335c34c31a2e034c61d2bfc32a82c62038a383fe41c0404af3d|23aea8b4e59ee36a7692209602fdcd2a683819ccc4e75056d031039866715073
mastering-animate-presence|75a027a2ef484a256b6aaa12e34c5d0b2b40516dafac65e582c9a397e8f26716|05739ec4b517557ff6577b1e338db966110afb7736477e9c0e8b2f7191c15079
mcp-gateway-e2e|b975f390fc87efc5ec57a4c9a14849460ce90b336a2ea9291ae9a4ce86292a2e|e47fe41f959f2466b6bdb85dd6c3ebb4671c1f3ef4aa7cda737374199a226082
mcporter|3b98f68b5806aa9ace0dfd407cc7bdfe4d4f5c6f3813742b0e79755beb1a9174|2fead6dc9cebf17d02de4e77f15f472dbceed0b2fd4b4e0fdb0e26d2ec2f2e0f
model-usage|6905873ed4017846043249badca65b6eabec43c9036602e1f326b6dcc7e4d2f3|b00aa11e2a0fc1503b4e1444b87b5c7e90fdd1da5dfcff3060a59439cb58ef3b
nano-pdf|28c360b5b915dba7ea377c6a88b103f547fc0ecf38bf66ca6e6b42cce0b76c1f|67a51fba3c09b54dcb445367f449d58bf30167cd8d13ac49f4a189edcda0b34b
node-connect|181534d6280a9f7518b594fea6a03c73c1e78990d1bedc5b08cbeda200bcbb97|b37619f9b5b64747c8bf875afc5ecb6ca9893ce066d751bb83ff0ee400d1f8ee
notion|70ce8fa460692dd6c058dce771eb72f2d72c55c06cd89bb483bdadde446e3f01|ba28dedbd2eed908f01fcf6ea1466d7f97c7f3b155b51ac7a3141f2a11b333ec
obsidian|b184f7079cf2338ce47a7ac0cc346904fcd1d80a030ae12000c7bac8fa3bb410|494cf6987197dee39ccff1c0009e768473ea485668d14e4e0a68e55c62857748
onyx-docs|7229f60d6368b01a748f3cd6e6ec9d25b97b5b1f2564d1fac059c073b5f42e24|72cff11e6c1a953516859ab0b03028cfc3eec565f12b28085a85f14e2a5f6771
openai-whisper|7e8d2749dee07854ebf48a19bc02f85d98c371178795032d1d76e97323a123da|fc42ffe821ef746ad9018e4b00625e2fd813552ebe87a93e27ebd163be3aec72
openai-whisper-api|99e37834711f8b11a1d14fbd2da3375d515cbee87456ae14b21a09c66d127ac4|c50e0e84106ecb64374a486645b03ad8c6eb0ab216e6cc3e9c5cbaac3fc9039e
openhue|dae9ba55a65609067a631b673ddac6a9c1dee0139a0fe03917bef9eaec20870e|cb00e55c8d71725d3857a6a17ce4020c252dc549b6edbd7eb9cd9ee26ee8da04
optimized-planning|259103fb0f3ff2145d1f6db1d81a3cd209851efe01c6d9e09c66cce0acc327ee|a398b07fb7cb3d28482f5d2922aee16dd32a09cc969fd2a6f4d2bc1c9d85a4b5
oracle|ccfa6ec695da0b64a17b6494e13ad6928315b719b02b4de5afd476a2e5579973|f43651e1f7a0fa1ac810eb63c1c6984dee8c5b4c347a82d1d8f501720c66d5d1
ordercli|14aef89ed6dad8e3f5712f172d7580623d5bf64f70914788a8fad96e9ec45f66|57ffd1832ee88285316b167904566840aad4ecc94c43367a6dffd8bda627e5d9
peekaboo|bb06f126ec6c0d2dd6b1a8eb0affe60d6389b95af2ffc91fd9cc937d5c9b9c44|7390b1dea53d13e7d2ce8dafd64fc9a3513c3dea6bb20d98994d02d85a78328c
plan-before-implement|c0da54b651ba0ead70d2eb7f0e50efcab703c175d7be21feb3f216e088169f5d|76a78a601512cac12e03ad53b26079f4a32675bf39a283c9ada6be21784e93fb
playwright-cli|ce8ccffefde0cd2c27ef8edf6f1207f2f065612c78013f182676279217502e34|e3b1f066d14fb3e21e39f5c1992451f4ebfad29343aa5002fdb08ef914c8ba47
pre-push-validate|29af3cc201e47f8cd10e96d90679c4f8d65266213f501885d9185df02272816a|950576294c13b9dfa85ebeb4e4d903597c7edaa7ed2c385171454fcd1f244499
preview-flow-run|614885574337b29f4bd6bb33c50507c3b962f7dbfce3a66a641fdd3edf988d25|d1acd051473a8a7fe2b689688fd757fdc05c39d789c9fe2323bad5347e800f9a
promote-component|a5be51b89046f397a8ee88188770a8a51e274d0ef6835cd9337b140082c42e49|59ad4fdc73dacf30ac3b46ff516f4c1ba1d3663f70a523206e618a8d0f745082
provision-lab-resources|79ba9aed89183c260be2c9bfe3d38ecc3e55469d33102795959b1b28f2e03681|8fd29212e53a6f08ee2a23d0aff40265a8b158a32a9d8d5b35fc4dc9a38eb2cd
python-integrations|21e6fba9ad0d8abea1cb3784e67cdda698afc0770f53543e526ade8715eca98e|c042e6d9ed439d4a1d5492be4549093703af08c173c8c03f2bd836f6b1a02041
query-database|dad1015ca4460e19154bd903bee82a112d2d258f43a2ce9059f9cff771e664ed|59b94e8ef11ad63a79fe32f151547ba676bc01f4d6ccf9a1919207fe6e2a504a
receive-review|e897730d257627b0b13b1697384a14361d0c61d4168b299e388a427434906861|e897730d257627b0b13b1697384a14361d0c61d4168b299e388a427434906861
reconcile-or-escalate-spec|41ba9778a08443af93879cfb58f66cb4d8e7409eb189044a39b8d3ee48983fa1|ad86f573be077432cf6bd944d9f928a48af8cec221ec0fdd278b09ba49248f31
reproduce-prod-baseline|d8a8d0f67fae9967d1deb4c1e6f68af977a880d01a27355af98ce2f38fb7211e|78158b28201925b92b5a42de0dd5884ecd05e7647555060f27a4c6424ca8ed3c
reuse-check|b04928f64f132e19b3089cb8e4860c5cd1dbd7e8c1a52810a8f6244fffd72095|1cc30b8f64d735e48e7cc8fc142e9b856c3d420188ea61459ab203ee3dd8c376
run-artifacts|cc4d6207952bff86e0a746b6f2c3e9d8a4b2fdd8017e3c0050991ce4811deb8b|c01ecbcf02f2883fea5261deb8a3d97b0cda94f2e8bb50f5f3f32fe4ff0e0ca9
sag|673304840cbaa845f90a91ba534ad3e15532fe0f025047ae25513207f18f8544|be28ce586ef60772aac266c1f49a69a51fe66608fd46065c292ae333170ce411
scanner-flow-e2e|d32a9608f3c7116c0347211baf96e2ed247ff2863e628101be05f38bf912fc24|f10e064ee51e84c9fb0aeabc376ac5d29f809fe67d612bfc9833e279815f66ad
session-logs|8db62f0b1eb250b04256494b529ae139f801555ca0d9a43980f16d2bcdef211c|accbdc2fef256bd6bd903f30978269eac638745669b8c3636da030813d922e42
setup-r20-probe-20260820102407|77775f6800b9f49d888398494ec546d33635bbeee15ba457c4801f2b90a8489d|cab51abbffe65b15e2b44610a5c5847956147034bd4e323fea2a742cdc2eb4ba
sherpa-onnx-tts|57392104e663f08a391e325870ebb0591aecb3c64ceda488394505f7f43cf296|dab4acc9c09b8be2e88f77030a5c8d58b4ca726edc840e258dea27f8be6dd7ee
simplify-code|050eda75595277c906ca121070263ac47b3a446639978819dc3420d21a019d8f|050eda75595277c906ca121070263ac47b3a446639978819dc3420d21a019d8f
simulate-agent-traffic|57cd1e0f5a7bb67cd6339253d6162e77b628c23454a1c4e160aa5428250532a6|6bb00b513663c326a0f61eb6d347ff06f5d2b5e2085616e526bfc27edbeee8fb
skill-creator|7566f2a205897334ee24f686242fa02e266ca27da00e4155b74a3b32ee78e74e|99d40351dfaa8d974a5ff63b5c1bddf7a259c0ab2d13329b3de35b9bfb7a810d
slack|af8d22d9956117cbb3d382fb29800f3786c51552b67926534179aa9a7d428933|37ec5487b6fb8587fe2fda95eab83d8d3f3c642905b5601418c03c0b99715afb
slack-notify|92d5f22f0bad18a8b26c936000850e539d52a6b63a5c23876bdaa27a7fb6a6f5|25399bcff6cd7e0385ac9ab2403ad5dcc1933cce90499228df75ebc465ef0b35
slack-research|a1367f335b6c9fe26454bd7630a9d7351fbb0e0f5abe65c8a5504112976946c6|5478a6d0c237e2d2c0f0220c6aaee20644730ce133641567edd4a9a7807667f0
songsee|ed648a76a89a05912e161a9e1e6a327d78211b111db92723fe9530f503830777|949863fc4d02c02f1c46963a17f508c8a530dea8d484770d51f953a44e432eac
sonoscli|0deb7507b23320b6f33d04ac6bf2bfcf581dbbd189aae113026b1d8bc44527d9|74e8fa7c85699eadcdab778d9fdbf693894e14f3a91bd27b9526a23888155fde
source-command-add-agent-guard-hooks|d4bdc882f002c24ba2592d0cdd0a19389efd83a5910c7b7b799b78ec4f554e2c|2c8ba0f4a87869abc94f0c1601f6cf2354a16e6dbdab18af0aaa643b69f7d2cf
